problem_size,candidate_count,avg_cost,avg_route_count,feasibility_rate,projector_validity_rate,avg_edge_disagreement,avg_best_minus_greedy,wall_time_sec,instances_per_sec,candidates_per_sec,peak_memory_mb,distribution,method
100,1.0,18.021825790405273,12.0,1.0,1.0,0.0,0.0,11.964169835671782,0.3343315963364041,0.3343315963364041,38.45166015625,uniform,edge_field_greedy
100,8.0,18.021825790405273,13.65625,1.0,1.0,0.9909820556640625,0.0,15.139653626829386,0.26420683713077114,2.113654697046169,38.45166015625,uniform,edge_field_best_of_m
100,1.0,48.079925537109375,13.75,1.0,1.0,0.0,0.0,0.022693227976560593,176.26403807036726,176.26403807036726,38.45166015625,uniform,order_sort_greedy
100,8.0,48.079925537109375,13.96875,1.0,1.0,0.9891964197158813,0.0,0.17943686433136463,22.291963331532767,178.33570665226213,38.45166015625,uniform,order_sort_best_of_m
100,8.0,inf,1.0,0.0,1.0,0.9904464483261108,,13.936807533726096,0.28700977539657346,2.2960782031725877,38.45166015625,uniform,edge_field_no_split_best_of_m
